run,house,traj,T,success,has_bar,behavior_class,protr_name,protr_wall,residual_margin,bar_face_y,obj_gap,min_near_overall,min_near_approach,min_near_pregrasp,max_nclose_approach,frac_approach_active,bow_approach_m,approach_contacts,held_contacts,object_name,target_uid
20260612_183855,house_169,traj_17,62,True,False,free,,,nan,,,0.020004376769065857,0.0495314821600914,0.052870504558086395,2,0.38235294117647056,0.003636272072410625,0.0,266.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_18,61,True,True,free,protr_m,left,-0.1387060141860685,0.1487390202189385,0.1414259430226247,0.06343957036733627,0.06651684641838074,0.06651684641838074,1,0.28125,0.0016714121231789073,0.0,185.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_19,94,False,True,deflect,protr_m,right,-0.044991447887444025,0.15677374500133398,0.18719650407612642,0.06722703576087952,0.06722703576087952,0.06722703576087952,1,0.030303030303030304,0.0051750781107128534,0.0,178.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_2,84,False,True,free,protr_m,left,-0.005002456570686015,0.21503707951615594,0.16404864960145002,0.020012617111206055,0.020012617111206055,0.021637100726366043,2,0.40625,0.004350791947825021,0.0,87.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_20,60,True,True,free,protr_l,right,-0.03571067841384397,0.2301474784121907,0.12419162799350704,0.07634032517671585,0.11827866733074188,0.11827866733074188,0,0.0,0.003431272781571728,0.0,193.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_21,94,True,True,deflect,protr_s,left,-0.10204737137424998,0.15926673591876694,0.18944097695416695,0.048683129251003265,0.048683129251003265,0.07634032517671585,2,0.09090909090909091,0.028495279533523876,0.0,219.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_22,53,True,True,free,protr_s,left,-0.16238881966246674,0.18989695033608686,0.1965941242641015,0.02209382690489292,0.026093047112226486,0.029061727225780487,2,0.5833333333333334,0.008602477473092738,0.0,207.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_23,97,False,True,deflect,protr_l,left,-0.12635081696455297,0.16924058727036198,0.17795233965429924,0.0824909657239914,0.0824909657239914,0.0824909657239914,1,0.03125,0.0045865447495912325,0.0,159.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_24,56,True,True,free,protr_m,left,-0.14675448593158025,0.18784609103216962,0.17711402661091752,0.02007969655096531,0.06117682531476021,0.06389492750167847,1,0.42857142857142855,0.0033415975881169327,0.0,195.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_3,90,False,False,free,,,nan,,,0.02458770014345646,0.02458770014345646,0.02458770014345646,3,0.05555555555555555,0.003109011170048824,2.0,110.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_4,109,True,True,deflect,protr_s,left,-0.0008469574731228002,0.17192936420604485,0.15563203910384515,0.06203441694378853,0.07031931728124619,0.0799495056271553,2,0.19753086419753085,0.0518299219382736,15.0,105.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_5,108,True,True,deflect,protr_m,left,-0.10618289620080802,0.23755670056239317,0.18589608442386102,0.020075924694538116,0.029898609966039658,0.029898609966039658,3,0.4875,0.03654686836460433,3.0,244.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_6,63,True,True,free,protr_s,left,-0.10418323644771524,0.16813597695405771,0.18239107588917805,0.020075924694538116,0.020075924694538116,0.020075924694538116,2,0.4,0.008788891417892195,1.0,196.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_7,57,False,False,free,,,nan,,,0.03883954510092735,0.03883954510092735,0.03883954510092735,3,0.3783783783783784,0.004611541382505315,1.0,0.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_8,64,True,False,free,,,nan,,,0.061164792627096176,0.11909154802560806,0.1207895576953888,0,0.0,0.004363835488453587,0.0,218.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_169,traj_9,54,False,False,free,,,nan,,,0.061164792627096176,0.061164792627096176,0.061164792627096176,2,0.29411764705882354,0.0033354035796433873,0.0,0.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_0,88,False,True,free,protr_s,right,-0.17255063076994015,0.16216120332298511,0.1864615765735554,0.020012302324175835,0.020012302324175835,0.023004306480288506,2,0.4411764705882353,0.0051356646649557075,1.0,154.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_1,58,True,True,free,protr_m,right,-0.16261091464141375,0.15922873472041033,0.1699570492962293,0.04934817925095558,0.04934817925095558,0.04934817925095558,2,0.03333333333333333,0.004227419963026911,0.0,210.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_10,68,True,False,free,,,nan,,,0.08168148994445801,0.08168148994445801,0.08168148994445801,1,0.025,0.004261226168955611,0.0,187.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_11,110,True,True,deflect,protr_s,right,-0.1669184871098746,0.1693590134549219,0.15017998166479468,0.08748749643564224,0.12115754932165146,0.12477238476276398,0,0.0,0.07425030663930206,0.0,222.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_12,167,True,True,free,protr_l,right,-0.11898425944306312,0.20578021680927194,0.130182901342405,0.021689770743250847,0.08748749643564224,0.08748749643564224,1,0.08823529411764706,0.007091362024688461,1.0,337.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_13,83,True,False,free,,,nan,,,0.02459200844168663,0.13039866089820862,0.1552731692790985,0,0.0,0.008293088268300343,0.0,123.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_14,106,True,True,deflect,protr_m,left,0.058689581287701936,0.2176586313399293,0.16173562801101313,0.035205092281103134,0.03928093612194061,0.039546139538288116,2,0.3076923076923077,0.04020693306249619,0.0,146.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_15,64,True,True,free,protr_l,right,-0.1312963665867818,0.15690622561384954,0.14068524035336138,0.035205092281103134,0.035205092281103134,0.035205092281103134,1,0.25,0.0049576302161861005,2.0,234.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_16,57,True,True,free,protr_s,left,-0.03752520819033543,0.15544071407274462,0.1755993063399136,0.05590817704796791,0.05590817704796791,0.05590817704796791,1,0.06896551724137931,0.004223341821225571,0.0,192.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_17,61,True,True,free,protr_s,right,-0.09323215487779647,0.2369035210911278,0.16469353598651387,0.020287442952394485,0.05033395439386368,0.051936015486717224,1,0.3939393939393939,0.005111388423207408,0.0,232.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_18,62,True,True,free,protr_l,left,-0.017976902400338515,0.1711100761382381,0.18002430454537682,0.020703179761767387,0.020703179761767387,0.020703179761767387,2,0.029411764705882353,0.0034051034965972356,0.0,171.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_19,85,True,False,free,,,nan,,,0.07486630976200104,0.12266159802675247,0.12266159802675247,0,0.0,0.0034704494798769745,3.0,129.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_2,58,True,False,free,,,nan,,,0.05244419351220131,0.06784053146839142,0.06784053146839142,1,0.2,0.0043170116593798874,0.0,192.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_20,62,True,True,free,protr_s,right,0.02541651679594077,0.2180287426302478,0.12875523557732244,0.0483064278960228,0.0483064278960228,0.0483064278960228,2,0.5,0.005203232254302777,0.0,233.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_21,97,True,True,deflect,protr_s,right,-0.09558027899123776,0.14140863395494657,0.14932806700684018,0.07213881611824036,0.07213881611824036,0.07687210291624069,2,0.2727272727272727,0.005290715311734439,0.0,185.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_22,130,False,True,deflect,protr_l,left,-0.0276156501914068,0.14177919104271366,0.19338393552562572,0.043086349964141846,0.04920801520347595,0.08197798579931259,2,0.2948717948717949,0.031355284428195386,2.0,110.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_23,56,True,True,free,protr_s,right,-0.02984857911345841,0.2051866187735114,0.1869233136054268,0.03413015604019165,0.08392594009637833,0.09281466901302338,2,0.35714285714285715,0.003112801673410498,0.0,170.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_24,94,True,True,deflect,protr_m,right,-0.03184579174464802,0.22659812361303117,0.19923396783949343,0.03413015604019165,0.03413015604019165,0.03413015604019165,2,0.5517241379310345,0.008918233950032268,0.0,76.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_3,62,True,False,free,,,nan,,,0.0223594568669796,0.0223594568669796,0.0223594568669796,1,0.2647058823529412,0.019309660166294984,14.0,197.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_4,110,True,True,deflect,protr_l,left,-0.08621368417530162,0.23395734604788693,0.1819129244017414,0.0327213890850544,0.04995783418416977,0.05110839009284973,3,0.4024390243902439,0.027393164273220146,7.0,207.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_5,125,True,True,free,protr_m,right,-0.1631683664901698,0.1730755585367922,0.19790715344452423,0.0327213890850544,0.0327213890850544,0.0327213890850544,2,0.48484848484848486,0.0077088851341551405,0.0,143.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_6,100,True,True,deflect,protr_s,left,-0.16919016800301617,0.15909705154636825,0.1962738691885908,0.0345182791352272,0.07469943165779114,0.07499345391988754,1,0.4305555555555556,0.035878580184184265,7.0,227.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_7,103,True,True,deflect,protr_s,left,-0.10123071046447946,0.19110479649568315,0.14121324614828745,0.0345182791352272,0.05188550055027008,0.05643359571695328,2,0.5151515151515151,0.003175853019151853,1.0,83.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_8,85,False,True,free,protr_l,left,0.023981363867243213,0.2305574282741757,0.19246700908754816,0.09157294034957886,0.09157294034957886,0.10476516932249069,1,0.03125,0.0037030529960010864,1.0,155.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_73,traj_9,85,True,True,free,protr_m,right,-0.07818782406731821,0.22342468646670638,0.1934616065600221,0.053703807294368744,0.053703807294368744,0.07375245541334152,2,0.41935483870967744,0.003603564603352981,1.0,110.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_0,87,False,True,deflect,protr_s,right,-0.14129672601716586,0.15024644979897483,0.1836209114462136,0.03016132488846779,0.03016132488846779,0.037151530385017395,1,0.4482758620689655,0.006860290638759299,3.0,169.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_1,55,True,True,free,protr_l,right,-0.08775830109232813,0.22849609910619292,0.17463627433639622,0.02836710400879383,0.02836710400879383,0.02836710400879383,1,0.037037037037037035,0.003997081042952641,0.0,135.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_10,59,True,False,free,,,nan,,,0.07205633074045181,0.10748884826898575,0.11695612221956253,0,0.0,0.0020621858613048007,0.0,228.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_11,86,False,False,free,,,nan,,,0.07205633074045181,0.07205633074045181,0.07205633074045181,1,0.03125,0.007183013039523784,0.0,132.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_12,63,True,True,free,protr_l,right,-0.11336551815746616,0.2155546995362765,0.1957025503808874,0.11991330236196518,0.15863919258117676,0.1647084802389145,0,0.0,0.002087033350829068,1.0,222.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_13,94,True,True,deflect,protr_m,left,-0.15617674556641914,0.15173545308989736,0.17794700258446464,0.05513198673725128,0.07968709617853165,0.07968709617853165,2,0.2153846153846154,0.04552583734779058,10.0,175.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_14,60,True,False,free,,,nan,,,0.0334920659661293,0.03568527474999428,0.047068942338228226,2,0.5625,0.0030178283656365048,0.0,251.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_15,95,True,True,deflect,protr_m,right,-0.012156034863101448,0.19363917711346254,0.1532178890644677,0.04718534275889397,0.04718534275889397,0.04718534275889397,2,0.04477611940298507,0.01307148916882731,0.0,142.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_16,61,True,True,free,protr_s,left,-0.09148898727392257,0.22066918461884943,0.14200026191314322,0.02001892402768135,0.02001892402768135,0.02001892402768135,2,0.36363636363636365,0.003416421079528625,0.0,252.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_17,84,True,True,free,protr_s,left,-0.053305643701676536,0.2311785149567252,0.19013582127436432,0.028930187225341797,0.028930187225341797,0.028930187225341797,2,0.24242424242424243,0.0030889817803947993,0.0,79.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_18,94,True,True,deflect,protr_m,left,-0.009173756272745137,0.2098743118572805,0.12621492011945187,0.05281543731689453,0.05281543731689453,0.05281543731689453,1,0.09090909090909091,0.024376199153408173,0.0,205.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_19,105,True,True,deflect,protr_l,left,-0.09109492477322301,0.22506386706624784,0.16535290903198152,0.06911841034889221,0.10955215245485306,0.11028445512056351,0,0.0,0.049849573866785846,5.0,195.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_2,59,True,False,free,,,nan,,,0.06691691279411316,0.13551940023899078,0.13903088867664337,0,0.0,0.005067176072409611,0.0,215.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_20,62,True,False,free,,,nan,,,0.0207822248339653,0.0518648698925972,0.06911841034889221,1,0.11764705882352941,0.006108310877250909,0.0,250.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_21,63,True,True,free,protr_l,right,0.014139159517995242,0.2101703284327672,0.17059061474143894,0.07422398030757904,0.07422398030757904,0.07422398030757904,2,0.02857142857142857,0.0032904466828401055,0.0,192.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_22,89,True,True,deflect,protr_m,left,0.030339604250007562,0.22694227042558052,0.13400973017543885,0.03471067547798157,0.03471067547798157,0.03471067547798157,1,0.7049180327868853,0.012436107474358525,0.0,220.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_23,55,True,True,free,protr_m,right,-0.00989816043492614,0.22609295258197637,0.15802055832669437,0.06926152110099792,0.07937302440404892,0.07937302440404892,2,0.037037037037037035,0.00494627464288261,0.0,206.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_24,89,True,True,free,protr_s,right,-0.11509264872873844,0.2073749851396936,0.150688243115184,0.041984740644693375,0.041984740644693375,0.041984740644693375,2,0.3783783783783784,0.005618181733333686,0.0,116.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_3,86,True,True,free,protr_m,right,0.021460775071335078,0.1930098325439884,0.1815616901566091,0.04097817465662956,0.04097817465662956,0.04586593061685562,3,0.4375,0.005394573648109261,0.0,126.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_4,150,False,True,deflect,protr_l,left,-0.08699720773276146,0.19991400278123342,0.18058135577211126,0.02008616365492344,0.052166275680065155,0.052280355244874954,3,0.4583333333333333,0.02716797029814466,14.0,120.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_5,95,True,True,deflect,protr_l,left,-0.1451267082046481,0.17072753336564164,0.18618667525574759,0.09492950141429901,0.12684255838394165,0.12684255838394165,0,0.0,0.05481217147169261,0.0,143.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_6,132,False,True,deflect,protr_m,left,0.020854125400937312,0.20942523362052723,0.17400582223289995,0.02024249918758869,0.02024249918758869,0.02024249918758869,4,0.7564102564102564,0.03519732309186199,11.0,104.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_7,109,True,True,deflect,protr_l,right,-0.03069670004739422,0.1685437096248667,0.13247427493244068,0.08632677793502808,0.08632677793502808,0.08632677793502808,2,0.012345679012345678,0.06195828398896454,7.0,242.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_8,93,False,False,free,,,nan,,,0.020001161843538284,0.020938728004693985,0.020938728004693985,1,0.6285714285714286,0.005493127052114027,0.0,85.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
20260612_183855,house_97,traj_9,123,False,True,free,protr_s,right,-0.1420683286200867,0.16777181411934433,0.13511237829707493,0.06625177711248398,0.06625177711248398,0.06625177711248398,1,0.029411764705882353,0.0032452306327681564,1.0,135.0,cavity_obj_0/4afa0cdde045417ab31f98ae7745b039,4afa0cdde045417ab31f98ae7745b039
