sensor,pixel_u,pixel_v,axial_depth_m,world_x_m,world_y_m,world_z_m
robot_0/link6_sensor_0,0,0,0.60429907,0.9417746028915119,-0.4379999526539118,1.2819574176885953
robot_0/link6_sensor_0,1,0,0.5132003,0.8160723134604699,-0.4379999174839393,1.2501481019659986
robot_0/link6_sensor_0,2,0,0.44596988,0.7233046783860618,-0.43799992656382014,1.2266730065153622
robot_0/link6_sensor_0,3,0,0.39431387,0.6520273150921981,-0.4379999366266098,1.2086360824127913
robot_0/link6_sensor_0,4,0,0.34188205,0.5878258186641139,-0.42999996973127086,1.1892105076072568
robot_0/link6_sensor_0,5,0,0.32066527,0.5499999585964889,-0.43839628688346216,1.182975296921444
robot_0/link6_sensor_0,6,0,2.0924883,1.4555784117759432,-1.9500000226591925,2.012850774495639
robot_0/link6_sensor_0,7,0,1.9268577,1.2270335117614755,-1.9500001723858955,1.9550169335971614
robot_0/link6_sensor_0,0,1,0.5854176,0.9228352333814887,-0.43799994236940176,1.2141620761797842
robot_0/link6_sensor_0,1,1,0.4995181,0.8032632450256795,-0.43799990965081814,1.1931485631750929
robot_0/link6_sensor_0,2,1,0.4356015,0.7142914103684979,-0.43799993944540316,1.1775127209737335
robot_0/link6_sensor_0,3,1,0.3861864,0.6455056518438091,-0.43799993563122536,1.1654243558030295
robot_0/link6_sensor_0,4,1,0.33555323,0.5831707239625543,-0.4299999701800048,1.1519202656132432
robot_0/link6_sensor_0,5,1,0.3213145,0.5499999111293185,-0.44311059700982847,1.1502688810330346
robot_0/link6_sensor_0,6,1,2.0603096,1.4362141316774375,-1.949999997794142,1.786219937616116
robot_0/link6_sensor_0,7,1,1.8995382,1.2124205212016628,-1.9499999335979536,1.7468905752668769
robot_0/link6_sensor_0,0,2,0.5676803,0.9050434871335653,-0.4379999120054764,1.150474920592278
robot_0/link6_sensor_0,1,2,0.48654655,0.7911194627210589,-0.4379999188996013,1.139109381589856
robot_0/link6_sensor_0,2,2,0.42570424,0.705687686612436,-0.43799992816297284,1.1305863498949809
robot_0/link6_sensor_0,3,2,0.37838718,0.6392474017017133,-0.4379999323756746,1.1239579881591746
robot_0/link6_sensor_0,4,2,0.32252824,0.5740508121484146,-0.42500004063616903,1.1143167000871743
robot_0/link6_sensor_0,5,2,0.32196647,0.5499999097182215,-0.4478440974458251,1.1174297760929677
robot_0/link6_sensor_0,6,2,2.0291057,1.4174363782544104,-1.9499999279243017,1.5664538544004327
robot_0/link6_sensor_0,7,2,1.8729827,1.1982162344105107,-1.9499999573754876,1.544583536327665
robot_0/link6_sensor_0,0,3,0.5509863,0.8882982575051461,-0.4379999261603534,1.0905335449096494
robot_0/link6_sensor_0,1,3,0.47423166,0.7795904392684284,-0.43799993927291203,1.0878057580061324
robot_0/link6_sensor_0,2,3,0.41624677,0.6974662744072592,-0.4379999380573403,1.0857450283841228
robot_0/link6_sensor_0,3,3,0.3708968,0.63323694672539,-0.4379999495251103,1.0841333333388725
robot_0/link6_sensor_0,4,3,0.31677085,0.5698160263310688,-0.42500004059218455,1.0803934003221582
robot_0/link6_sensor_0,5,3,0.32262108,0.5499999091081607,-0.4525968468259155,1.084457137594382
robot_0/link6_sensor_0,6,3,0.40273747,0.5679999676659873,-0.5463502429897726,1.1004036243421038
robot_0/link6_sensor_0,7,3,0.46895176,0.5679999715153601,-0.6384444737534996,1.115624224770203
robot_0/link6_sensor_0,0,4,0.5352461,0.8725097483583445,-0.4379999336424972,1.0340168985030298
robot_0/link6_sensor_0,1,4,0.4625247,0.7686305620019188,-0.43799992005308924,1.0390350950106442
robot_0/link6_sensor_0,2,4,0.40720037,0.6896022022097477,-0.43799993590563197,1.0428527999746597
robot_0/link6_sensor_0,3,4,0.36369714,0.6274597998019718,-0.43799993516099345,1.0458547762811918
robot_0/link6_sensor_0,4,4,0.31462085,0.5679999852953327,-0.427547742664648,1.0477809463492944
robot_0/link6_sensor_0,5,4,0.32327837,0.5499999173600948,-0.45736897400019905,1.051350149596791
robot_0/link6_sensor_0,6,4,0.40367407,0.5679999569421141,-0.5524702907269395,1.059089932749304
robot_0/link6_sensor_0,7,4,0.4702222,0.5679999901706075,-0.6458229950281463,1.0675409622178187
robot_0/link6_sensor_0,0,5,0.5203802,0.8575982621116989,-0.43799994335165704,0.9806396289563082
robot_0/link6_sensor_0,1,5,0.4513819,0.7581988107150102,-0.4379999313215139,0.9926143352078299
robot_0/link6_sensor_0,2,5,0.39853883,0.6820726955505996,-0.43799994324918534,1.0017852902802449
robot_0/link6_sensor_0,3,5,0.3567717,0.6219026842749733,-0.43799993680994354,1.0090340044479842
robot_0/link6_sensor_0,4,5,0.31241962,0.5661550499319221,-0.43000002814038984,1.0156135947582148
robot_0/link6_sensor_0,5,5,0.35434905,0.5679999842969652,-0.48750659638483596,1.0163715292723239
robot_0/link6_sensor_0,6,5,0.40461504,0.5679999536972995,-0.5586188832736663,1.0175836360937407
robot_0/link6_sensor_0,7,5,0.47149944,0.5679999611889109,-0.6532414984522056,1.0191964699561147
robot_0/link6_sensor_0,0,6,0.26921538,0.6162647517345212,-0.3228817198894268,0.9800000566317552
robot_0/link6_sensor_0,1,6,0.28278497,0.6084752956201849,-0.34989029305253105,0.9800000492636696
robot_0/link6_sensor_0,2,6,0.297795,0.5998588321150655,-0.3797660133152694,0.9800000607681212
robot_0/link6_sensor_0,3,6,0.3144879,0.5902764670030106,-0.4129911592825118,0.9800000530706107
robot_0/link6_sensor_0,4,6,0.3071261,0.5622614646018873,-0.4299999878509966,0.984423811038232
robot_0/link6_sensor_0,5,6,0.35419685,0.5674819076008736,-0.49202695969299104,0.9800000501253091
robot_0/link6_sensor_0,6,6,0.39009136,0.560000005422586,-0.5505834129526173,0.9781994490621957
robot_0/link6_sensor_0,7,6,0.47278368,0.5679999524859755,-0.6607004582215716,0.9705886250985046
robot_0/link6_sensor_0,0,7,0.21077134,0.5600000139884427,-0.29727131381761773,0.9706397330850032
robot_0/link6_sensor_0,1,7,0.22831133,0.5600000007125213,-0.32250412419086266,0.9674537482137545
robot_0/link6_sensor_0,2,7,0.24903561,0.5599999921105143,-0.3523178048221347,0.9636893644319658
robot_0/link6_sensor_0,3,7,0.2738979,0.5599999889672774,-0.3880843408271294,0.9591733495990987
robot_0/link6_sensor_0,4,7,0.3042749,0.5599999530413129,-0.4317843195559885,0.9536556373903023
robot_0/link6_sensor_0,5,7,0.3422306,0.5600000233745076,-0.4863868106952418,0.9467613057231316
robot_0/link6_sensor_0,6,7,0.39100495,0.560000009639704,-0.5565529631731251,0.937901870339066
robot_0/link6_sensor_0,7,7,0.474075,0.5679999650439503,-0.6682002098551183,0.921715255161264
robot_0/link6_sensor_1,0,0,1.8371565,0.4549887069336813,-1.310947666386398,2.7800000798349265
robot_0/link6_sensor_1,1,0,1.831812,0.2865546574872911,-1.2193870587341313,2.7800001403936845
robot_0/link6_sensor_1,2,0,1.8264984,0.11909776510734454,-1.1283575586609484,2.7800000791025883
robot_0/link6_sensor_1,3,0,1.8212154,-0.04739041808661437,-1.0378545907461012,2.779999923546427
robot_0/link6_sensor_1,4,0,1.8159631,-0.21291834490159095,-0.9478737801825237,2.780000034276414
robot_0/link6_sensor_1,5,0,1.810741,-0.37749421997300037,-0.8584104084545137,2.7799999879330684
robot_0/link6_sensor_1,6,0,1.8055488,-0.5411263014834432,-0.769460135309435,2.780000028380042
robot_0/link6_sensor_1,7,0,1.8003862,-0.7038225934469579,-0.681018483140772,2.7799999482141464
robot_0/link6_sensor_1,0,1,2.0037348,0.4050576544725114,-1.5357684289492468,2.7800002592928124
robot_0/link6_sensor_1,1,1,1.9973785,0.2215582216868514,-1.4352187951313216,2.7799999894642395
robot_0/link6_sensor_1,2,1,1.9910626,0.03921928553215004,-1.3353052770458573,2.7800000043367485
robot_0/link6_sensor_1,3,1,1.9847866,-0.14197015262642737,-1.2360216319013377,2.780000018921169
robot_0/link6_sensor_1,4,1,1.9785498,-0.3220208640756377,-1.1373618134334857,2.7799998431444557
robot_0/link6_sensor_1,5,1,1.9723524,-0.5009436760716256,-1.039320208201727,2.779999898364556
robot_0/link6_sensor_1,6,1,1.9661936,-0.678749062920172,-0.9418908489861404,2.779999884108892
robot_0/link6_sensor_1,7,1,1.9600729,-0.855447371936561,-0.8450679893890383,2.779999699414269
robot_0/link6_sensor_1,0,2,2.2035327,0.3451690381334277,-1.8054239398139533,2.7800001252520494
robot_0/link6_sensor_1,1,2,2.195848,0.14364504458510707,-1.6939428056301988,2.779999859123232
robot_0/link6_sensor_1,2,2,2.1882172,-0.05647829157843354,-1.5832368430627433,2.7799999598928236
robot_0/link6_sensor_1,3,2,2.180639,-0.2552155032749557,-1.4732975505913528,2.779999933526124
robot_0/link6_sensor_1,4,2,2.1731133,-0.4525809973719298,-1.364117183708309,2.780000020818906
